id,title,artist,release,verse,verse-song,typeface,story,additional
1,No Need to Argue,The Cranberries,1994,Understand what I've become. It wasn't my design,"""Understand what I've become. It wasn't my design""","<a href=""https://www.linotype.com/1196135/snell-roundhand-family.html"" target=""_blank"">Snell Roundhand</a> designed by <a href=""https://www.linotype.com/346/matthew-carter.html"" target=""_blank"">Matthew Carter</a>.","I was  9 or 10 years old, and I remember that in that period I was obsessed with the song “Zombie” and the movie ‘The Crow.’
That’s why I was constantly asking my parents to buy me two things: The Cranberries’ album, and a skateboard - like the one used by the young girl protagonist of the movie.
Finally, my mother; exhausted by my whining, gave up and told me I had to choose one between the two.
Sometimes I wonder if things would have gone differently, today I might be a world famous skateboarder, and not just a music nerd who likes trashy superhero movies.
<br>
The illustration on the cover is a daffodil, inspired by the 12th song of the album “Daffodil Lament”. I was trying to communicate a romantic gentle feeling, so an antique illustration and an elegant script should do the trick.
The conception and design of Snell Roundhand were both based on the 18th century round hand scripts. The same era in which the author of the illustration lived. That’s why I feel they fit perfectly together.","I found this image on <a href=""https://digitalcollections.nypl.org/"" target=""_blank"">The New York Public Library - Digital Collection</a>. There are endless digitalized images from the New York Public Library, and a lot of them are public domain material.

An interesting <a href=""https://www.youtube.com/watch?v=xjxyEwjG2Es"" target=""_blank"">TED talk</a> by Matthew Carter talking about his life in typefaces."
